,bResult,rResult,blueTopChamp,blueJungleChamp,blueMiddleChamp,blueADCChamp,blueSupportChamp,redTopChamp,redJungleChamp,redMiddleChamp,redADCChamp,redSupportChamp
3330,1,0,Chogath,Gragas,Orianna,Xayah,TahmKench,Maokai,RekSai,Corki,Tristana,Alistar
3331,1,0,Chogath,JarvanIV,Cassiopeia,Kalista,Kennen,Maokai,RekSai,Taliyah,Varus,Zyra
3332,1,0,JarvanIV,Gragas,Galio,Kalista,Rakan,Rumble,Elise,Lucian,Ashe,Alistar
3333,1,0,Rumble,Zac,Lucian,Tristana,Alistar,Camille,Gragas,Galio,Kalista,Morgana
3334,1,0,Chogath,Sejuani,Orianna,KogMaw,Thresh,Jax,Gragas,Syndra,Xayah,Rakan
3335,1,0,Jayce,JarvanIV,Taliyah,Kalista,Alistar,Renekton,Gragas,Corki,Xayah,Braum
3336,1,0,Chogath,Sejuani,Syndra,Kalista,Braum,Maokai,JarvanIV,Taliyah,KogMaw,Thresh
3337,0,1,Gragas,RekSai,Corki,Kalista,Rakan,Renekton,Jax,Cassiopeia,KogMaw,Thresh
3338,1,0,Camille,Jax,Viktor,Kalista,Alistar,Gnar,Gragas,Syndra,Xayah,Rakan
3339,1,0,Renekton,Rumble,Corki,Kalista,Rakan,Gnar,Gragas,Karma,Xayah,Morgana
3340,0,1,Chogath,RekSai,Corki,Kalista,Thresh,Trundle,Gragas,Cassiopeia,Ashe,Zyra
3341,0,1,Trundle,Maokai,Kassadin,Tristana,Alistar,Chogath,JarvanIV,Taliyah,Xayah,Rakan
3342,0,1,Jayce,Elise,Syndra,KogMaw,Taric,Rumble,RekSai,Lucian,Tristana,Alistar
3343,1,0,Maokai,Sejuani,Orianna,Tristana,Alistar,Rumble,Gragas,Lucian,Xayah,Rakan
3344,1,0,Jax,Sejuani,Taliyah,Kalista,Taric,Gnar,Gragas,Orianna,Varus,Braum
3345,0,1,Gnar,JarvanIV,Orianna,Varus,Zyra,Gragas,Khazix,Galio,Xayah,Rakan
3346,1,0,Gnar,Gragas,Galio,Tristana,Lulu,Kennen,JarvanIV,Orianna,Twitch,Janna
3347,0,1,Chogath,Sejuani,Syndra,Caitlyn,Thresh,Trundle,Gragas,Cassiopeia,Kalista,Blitzcrank
3348,1,0,Kennen,Zac,Lucian,Caitlyn,Alistar,Chogath,JarvanIV,Taliyah,Tristana,Taric
3349,1,0,Maokai,Gragas,Fizz,Kalista,Taric,Shen,JarvanIV,Orianna,Tristana,Alistar
3350,0,1,Kennen,Maokai,Taliyah,Tristana,Alistar,Rumble,Gragas,Lucian,Kalista,TahmKench
3351,1,0,Shen,Zac,Leblanc,Kalista,Thresh,Gnar,Maokai,Kassadin,Tristana,Alistar
3352,0,1,Maokai,JarvanIV,Galio,Tristana,TahmKench,Chogath,Gragas,Gangplank,Kalista,Thresh
3353,0,1,JarvanIV,Elise,Leblanc,Sivir,Thresh,Maokai,Gragas,Corki,Tristana,Rakan
3354,0,1,Renekton,Zac,Taliyah,Caitlyn,Thresh,Gnar,Gragas,Corki,Tristana,Blitzcrank
3355,0,1,Shen,Zac,Kassadin,Sivir,Alistar,Trundle,JarvanIV,Corki,Xayah,Rakan
3356,1,0,Jax,Zac,Orianna,Varus,Alistar,Shen,Gragas,Leblanc,Ashe,TahmKench
3357,0,1,Shen,Sejuani,Ekko,Twitch,Rakan,Jayce,Gragas,Taliyah,Xayah,Thresh
3358,0,1,Camille,Zac,Orianna,Varus,Taric,Gnar,Gragas,Leblanc,Xayah,Alistar
3359,1,0,Jayce,Gragas,Taliyah,Caitlyn,Thresh,Chogath,Maokai,Corki,Tristana,Rakan
3360,1,0,Maokai,Olaf,Taliyah,Draven,Janna,Gnar,Zac,Orianna,Xayah,Rakan
3361,0,1,Gnar,Sejuani,Galio,Tristana,Thresh,Maokai,JarvanIV,Corki,Xayah,Rakan
3362,0,1,Gnar,Olaf,Orianna,Xayah,Rakan,JarvanIV,Jax,Galio,Tristana,Taric
3363,0,1,Gnar,JarvanIV,Galio,Caitlyn,Thresh,Sion,Gragas,Corki,Tristana,TahmKench
3364,0,1,Kled,Gragas,Syndra,Xayah,Taric,JarvanIV,Lulu,Taliyah,Tristana,Janna
3365,1,0,Renekton,Elise,Taliyah,KogMaw,Lulu,Gnar,Sejuani,Cassiopeia,Tristana,Blitzcrank
3366,0,1,Gnar,JarvanIV,Taliyah,Tristana,Janna,Maokai,LeeSin,Kassadin,Xayah,Rakan
3367,0,1,Shen,Gragas,Corki,Tristana,Alistar,Maokai,Zac,Karma,Xayah,Rakan
3368,1,0,Chogath,Khazix,Syndra,Tristana,Rakan,Renekton,Lulu,Taliyah,Xayah,Janna
3369,0,1,Trundle,JarvanIV,Orianna,KogMaw,Lulu,Gnar,Khazix,Galio,Tristana,Karma
3370,1,0,Chogath,Zac,Syndra,Kalista,Lulu,Shen,Gragas,Taliyah,Xayah,Rakan
3371,1,0,Chogath,Sejuani,Taliyah,Kalista,Janna,Kennen,Gragas,Lucian,Xayah,Rakan
3372,0,1,JarvanIV,Sejuani,Taliyah,Caitlyn,Alistar,Maokai,Zac,Orianna,Xayah,Rakan
3373,1,0,Rumble,JarvanIV,Fizz,Corki,Thresh,Kennen,LeeSin,Jayce,Ezreal,Braum
3374,0,1,Gnar,LeeSin,Fizz,Graves,Sona,Renekton,RekSai,Kassadin,Sivir,Janna
3375,1,0,Gnar,RekSai,Leblanc,Tristana,Thresh,Maokai,LeeSin,Mordekaiser,Sivir,Janna
3376,0,1,Renekton,JarvanIV,Ahri,Sivir,Janna,Azir,LeeSin,Fizz,Graves,Thresh
3377,0,1,Cassiopeia,Vi,Riven,Sivir,Thresh,Kassadin,RekSai,Leblanc,Corki,Leona
3378,0,1,Rumble,Rengar,Syndra,Corki,Janna,Kassadin,JarvanIV,Lissandra,Sivir,Morgana
3379,0,1,Lulu,RekSai,Zed,KogMaw,Nami,Gnar,JarvanIV,Xerath,Corki,Janna
3380,1,0,Lissandra,RekSai,Leblanc,Kalista,Thresh,Galio,JarvanIV,Ahri,Corki,Annie
3381,0,1,Gnar,Gragas,Xerath,Ezreal,Janna,Lulu,Rengar,Leblanc,Sivir,Annie
3382,0,1,Maokai,Nunu,Ahri,Corki,Nami,Sion,JarvanIV,Azir,Kalista,Janna
3383,0,1,Gnar,JarvanIV,Zed,Vayne,Annie,Kassadin,LeeSin,Lissandra,Kalista,Blitzcrank
3384,0,1,Maokai,Vi,Veigar,Sivir,Lulu,RekSai,JarvanIV,Ahri,Kalista,Thresh
3385,0,1,RekSai,Rengar,Lissandra,Kalista,Leona,Maokai,LeeSin,Leblanc,Sivir,Annie
3386,0,1,Gnar,JarvanIV,Orianna,Sivir,Annie,Lulu,Nidalee,Lissandra,Kalista,Leona
3387,1,0,Lulu,RekSai,Ezreal,Jinx,Thresh,Lissandra,Khazix,Ahri,Sivir,Annie
3388,1,0,Gnar,Nidalee,Lissandra,Kalista,Thresh,Lulu,RekSai,Ahri,Caitlyn,Leona
3389,1,0,Maokai,RekSai,Ahri,Sivir,Leona,Sion,LeeSin,Lissandra,Kalista,Annie
3390,0,1,Gnar,RekSai,Ahri,Graves,Nami,Rumble,Rengar,Kassadin,Kalista,Annie
3391,0,1,Maokai,LeeSin,Leblanc,Sivir,Leona,Gnar,Rengar,Xerath,Draven,Annie
3392,1,0,Irelia,Nidalee,Chogath,Kalista,Thresh,Rumble,JarvanIV,Lissandra,Graves,Veigar
3393,0,1,Irelia,RekSai,Lulu,Graves,Thresh,Lissandra,JarvanIV,Leblanc,Jinx,Leona
3394,1,0,Irelia,RekSai,Ahri,Jinx,Morgana,Hecarim,Rengar,Ryze,Kalista,Veigar
3395,1,0,Gnar,JarvanIV,Ahri,Caitlyn,Morgana,DrMundo,RekSai,Ezreal,Corki,Janna
3396,0,1,Irelia,RekSai,Lissandra,Ezreal,Thresh,Maokai,Rengar,Leblanc,Corki,Janna
3397,0,1,Rumble,JarvanIV,Zed,Ezreal,Braum,Maokai,RekSai,Ahri,Corki,Thresh
3398,1,0,Chogath,RekSai,Kassadin,Kalista,Annie,Hecarim,JarvanIV,Ezreal,Corki,Leona
3399,0,1,Hecarim,JarvanIV,Leblanc,Sivir,Janna,Maokai,LeeSin,Chogath,Caitlyn,Thresh
3400,0,1,Gnar,Rengar,Orianna,Corki,Leona,Lulu,Olaf,Xerath,Ezreal,Annie
3401,1,0,Gnar,JarvanIV,Lissandra,Sivir,Leona,Maokai,RekSai,Lulu,Ezreal,Annie
3402,1,0,Lulu,RekSai,Leblanc,Graves,Leona,Gnar,JarvanIV,Lissandra,Ezreal,Blitzcrank
3403,1,0,Maokai,RekSai,Leblanc,Caitlyn,Morgana,Lissandra,JarvanIV,Talon,Corki,Veigar
3404,1,0,Irelia,Vi,Leblanc,Corki,Thresh,Maokai,RekSai,Ahri,Sivir,Janna
3405,0,1,Lissandra,JarvanIV,Xerath,Kalista,Thresh,Maokai,RekSai,Kassadin,Sivir,Morgana
3406,1,0,Irelia,JarvanIV,Kassadin,Corki,Karma,Chogath,Vi,Zed,Kalista,Thresh
3407,1,0,Maokai,Nidalee,Ezreal,Corki,Janna,Hecarim,LeeSin,Lissandra,Caitlyn,Morgana
3408,1,0,Maokai,Nidalee,Zed,Caitlyn,Janna,Hecarim,RekSai,Lissandra,Corki,Annie
3409,1,0,Hecarim,JarvanIV,Lulu,Sivir,Leona,Sion,RekSai,Xerath,Kalista,Annie
3410,1,0,Maokai,RekSai,Lulu,Corki,Thresh,Irelia,Olaf,Ahri,Sivir,Annie
3411,1,0,Kennen,RekSai,Lissandra,Kalista,Thresh,Irelia,Nidalee,TwistedFate,Caitlyn,Janna
3412,0,1,Gnar,JarvanIV,Lissandra,Kalista,Janna,Maokai,RekSai,Leblanc,Graves,Thresh
3413,1,0,Maokai,LeeSin,Leblanc,Kalista,Thresh,Lulu,RekSai,Talon,Caitlyn,Annie
3414,1,0,Lulu,LeeSin,Lissandra,Kalista,Thresh,Maokai,Nidalee,Ziggs,Lucian,Janna
3415,0,1,Rumble,RekSai,Viktor,Lucian,Thresh,Maokai,Nidalee,Ahri,Kalista,Leona
3416,1,0,Maokai,JarvanIV,Ahri,Lucian,Thresh,Rumble,LeeSin,Viktor,Sivir,Janna
3417,1,0,Maokai,Nidalee,Ahri,Kalista,Annie,Lulu,RekSai,Ezreal,Caitlyn,Thresh
3418,1,0,Rumble,RekSai,Zed,Lucian,Nami,Maokai,Vi,Ahri,Janna,Kalista
3419,1,0,Lulu,Nidalee,Zed,Lucian,Janna,Rumble,JarvanIV,Lissandra,Ezreal,Thresh
3420,0,1,Maokai,LeeSin,Diana,Graves,Leona,Irelia,Vi,Ahri,Sivir,Thresh
3421,1,0,Maokai,RekSai,Diana,Sivir,Thresh,Fizz,LeeSin,Syndra,Jinx,Leona
3422,1,0,Renekton,JarvanIV,Leblanc,Sivir,Annie,Maokai,LeeSin,Chogath,Lucian,Thresh
3423,1,0,Hecarim,Vi,Ahri,Sivir,Morgana,Rumble,JarvanIV,Ezreal,Kalista,Thresh
3424,1,0,Hecarim,Sejuani,Lulu,Lucian,Thresh,Maokai,Gragas,Leblanc,Sivir,Nautilus
3425,1,0,Hecarim,Gragas,Cassiopeia,Jinx,Alistar,Gnar,Sejuani,Vladimir,Sivir,Lulu
3426,0,1,Hecarim,Nautilus,Karthus,Kalista,Alistar,Gnar,JarvanIV,Azir,Jinx,Thresh
3427,0,1,Gnar,Gragas,Chogath,Sivir,Alistar,Vladimir,Sejuani,Azir,Jinx,Janna
3428,0,1,Gnar,Sejuani,Chogath,Urgot,Nautilus,Maokai,JarvanIV,Azir,Sivir,Thresh
3429,1,0,Gnar,Gragas,Cassiopeia,Sivir,Annie,Maokai,Sejuani,Lux,Corki,Thresh
3430,0,1,Gnar,Gragas,Vladimir,Kalista,Thresh,Hecarim,Sejuani,Chogath,Urgot,Bard
3431,1,0,Maokai,Sejuani,Chogath,Sivir,Bard,Hecarim,Evelynn,Ezreal,Urgot,Alistar
3432,0,1,Hecarim,Evelynn,Cassiopeia,Sivir,Annie,Gnar,Gragas,Orianna,Kalista,Thresh
3433,1,0,Maokai,Gragas,Orianna,Kalista,Thresh,Hecarim,Sejuani,Cassiopeia,Sivir,Kennen
3434,0,1,Maokai,Nunu,Cassiopeia,Lucian,Thresh,Rumble,Gragas,Zed,Kalista,Alistar
3435,1,0,Hecarim,Gragas,Ryze,Sivir,Morgana,Maokai,Nunu,Vladimir,Kalista,Thresh
3436,1,0,Hecarim,Nunu,Leblanc,Kalista,Thresh,Gnar,Evelynn,Morgana,Sivir,Alistar
3437,0,1,Maokai,Sejuani,Vladimir,Sivir,Alistar,Hecarim,RekSai,Ahri,Urgot,Nautilus
3438,1,0,Irelia,RekSai,Fizz,Urgot,Alistar,Renekton,Sejuani,Chogath,Kalista,Morgana
3439,0,1,Gnar,Sejuani,Orianna,Kalista,Morgana,Hecarim,Gragas,Leblanc,Graves,Leona
3440,1,0,Gnar,Nunu,Lulu,Kalista,Alistar,Maokai,Gragas,Chogath,Urgot,Thresh
3441,1,0,Gnar,RekSai,Leblanc,Sivir,Thresh,Maokai,Gragas,Vladimir,Lucian,Alistar
3442,0,1,Rumble,Gragas,Lulu,Lucian,Nautilus,Hecarim,RekSai,Leblanc,Sivir,Alistar
3443,0,1,Maokai,Nunu,Lulu,Kalista,Thresh,Irelia,RekSai,Vladimir,Sivir,Annie
3444,1,0,Maokai,Sejuani,Chogath,Kalista,Thresh,Gnar,Gragas,Orianna,Lucian,Janna
3445,0,1,Maokai,RekSai,Leblanc,Ezreal,Annie,Hecarim,Gragas,Fizz,Sivir,Thresh
3446,1,0,Maokai,RekSai,Chogath,Urgot,Nautilus,Hecarim,Nunu,Karthus,Kalista,Janna
3447,1,0,Vladimir,Gragas,Chogath,Sivir,Alistar,Gnar,RekSai,Leblanc,Lucian,Thresh
3448,0,1,Gnar,RekSai,Leblanc,Ezreal,Thresh,Maokai,Gragas,Chogath,Urgot,Alistar
3449,0,1,JarvanIV,Sejuani,Viktor,Sivir,Alistar,Hecarim,RekSai,Cassiopeia,Lucian,Morgana
3450,0,1,Rumble,Sejuani,Leblanc,Urgot,Alistar,Maokai,Gragas,Kassadin,KogMaw,Thresh
3451,1,0,Maokai,RekSai,Leblanc,Urgot,Nautilus,Rumble,Gragas,Yasuo,Vayne,Thresh
3452,0,1,Maokai,Sejuani,Viktor,Lucian,Alistar,Rumble,RekSai,Varus,Ashe,Thresh
3453,1,0,Cassiopeia,Gragas,Chogath,Ashe,Thresh,Maokai,RekSai,Viktor,Lucian,Alistar
3454,1,0,Vladimir,RekSai,Lulu,Sivir,Thresh,Maokai,Gragas,Leblanc,Lucian,Alistar
3455,0,1,Hecarim,RekSai,Chogath,Corki,Annie,Renekton,Sejuani,Lulu,Lucian,Alistar
3456,0,1,Jax,Gragas,Viktor,Sivir,Thresh,Maokai,RekSai,Fizz,Lucian,Alistar
3457,1,0,Maokai,Gragas,Chogath,Vayne,Leona,Renekton,Sejuani,Ryze,Sivir,Alistar
3458,1,0,Gnar,Gragas,Leblanc,KogMaw,Nami,Maokai,Sejuani,Viktor,Urgot,Alistar
3459,1,0,Maokai,Nidalee,Leblanc,Urgot,Nautilus,Hecarim,Nunu,Azir,Lucian,Alistar
3460,1,0,Irelia,RekSai,Cassiopeia,Corki,Alistar,Maokai,Evelynn,Viktor,Sivir,Annie
3461,1,0,Irelia,Gragas,Azir,Lucian,Alistar,Ryze,RekSai,Jayce,Varus,Nautilus
3462,0,1,Rumble,Gragas,Chogath,Vayne,Thresh,Maokai,RekSai,Zed,Sivir,Annie
3463,1,0,Maokai,RekSai,Ryze,Lucian,Thresh,Fizz,Nunu,Viktor,Sivir,Alistar
3464,1,0,Rumble,RekSai,Jayce,Ashe,Thresh,Maokai,Sejuani,Viktor,Kalista,Alistar
3465,0,1,Maokai,Gragas,Leblanc,Tristana,Thresh,Vladimir,RekSai,Lulu,Sivir,Nautilus
3466,1,0,Fizz,RekSai,Cassiopeia,Sivir,Nautilus,Hecarim,Gragas,Leblanc,Lucian,Thresh
3467,1,0,Maokai,Gragas,Varus,Corki,Thresh,Hecarim,Nidalee,Cassiopeia,Sivir,Alistar
3468,1,0,Rumble,Gragas,Cassiopeia,Tristana,Nautilus,Maokai,LeeSin,Viktor,Corki,Alistar
3469,0,1,Rumble,RekSai,Zed,Sivir,Alistar,Maokai,Gragas,Ahri,Lucian,Janna
3470,1,0,Ryze,RekSai,Ahri,Sivir,Thresh,Hecarim,Gragas,Viktor,Lucian,Alistar
3471,0,1,Irelia,Sejuani,Lulu,Lucian,Annie,Fizz,Evelynn,TwistedFate,Kalista,Alistar
3472,0,1,Vladimir,Evelynn,Azir,Lucian,Nautilus,Maokai,Gragas,Viktor,Jinx,Thresh
3473,0,1,Gnar,Nunu,Azir,Kalista,Alistar,Irelia,RekSai,Ahri,Urgot,Leona
3474,1,0,Rumble,Gragas,Fizz,Vayne,Alistar,Gnar,Nunu,Lulu,Sivir,Thresh
3475,1,0,Fizz,Nidalee,Ekko,Vayne,Morgana,Maokai,JarvanIV,TwistedFate,Varus,Nautilus
3476,0,1,Fizz,RekSai,Karthus,Varus,Annie,Rumble,Nidalee,Leblanc,Sivir,Alistar
3477,0,1,Gnar,Gragas,Viktor,Lucian,Thresh,Rumble,Ekko,Varus,Sivir,Nautilus
3478,1,0,Rumble,Ekko,Jayce,Ashe,Nautilus,Maokai,Gragas,Lulu,Lucian,Thresh
3479,0,1,Rumble,Gragas,Fizz,Vayne,Nautilus,Maokai,Nidalee,Viktor,Sivir,Alistar
3480,1,0,Maokai,RekSai,Viktor,Jinx,Thresh,Gnar,LeeSin,Cassiopeia,Tristana,Braum
3481,1,0,Maokai,RekSai,Azir,Vayne,Janna,Rumble,Gragas,Viktor,Sivir,Nautilus
3482,0,1,Rumble,Gragas,Viktor,Kalista,Nautilus,Maokai,RekSai,Zed,Sivir,Janna
3483,1,0,Shyvana,RekSai,Ryze,Sivir,Alistar,Galio,Ekko,Varus,Ashe,Janna
3484,0,1,Shen,RekSai,TwistedFate,Vayne,Janna,Ekko,Nunu,Cassiopeia,Sivir,Alistar
3485,0,1,Hecarim,RekSai,Ahri,Kalista,Thresh,Fizz,Gragas,Varus,Urgot,Nautilus
3486,0,1,Rumble,RekSai,Zed,Urgot,Alistar,Gnar,Gragas,Ahri,Kalista,Thresh
3487,0,1,Rumble,Gragas,Jayce,Corki,Nautilus,Hecarim,Ekko,Viktor,Jinx,Thresh
3488,1,0,Gnar,RekSai,Viktor,Kalista,Alistar,Rumble,Gragas,Orianna,Urgot,Thresh
3489,1,0,Irelia,RekSai,Ekko,Vayne,Morgana,Maokai,Gragas,Riven,Corki,Janna
3490,0,1,Gnar,Nidalee,Varus,Corki,Alistar,Maokai,Gragas,Viktor,Sivir,Janna
3491,0,1,Morgana,Nidalee,Jayce,Corki,Alistar,Rumble,RekSai,Cassiopeia,Sivir,Annie
3492,1,0,Fizz,Gragas,Cassiopeia,Vayne,Nautilus,Shen,RekSai,Viktor,Kalista,Thresh
3493,1,0,Vladimir,RekSai,Viktor,Kalista,Thresh,Nautilus,Gragas,Kassadin,Vayne,Alistar
3494,1,0,Maokai,Nidalee,TwistedFate,Sivir,Nautilus,Shyvana,Gragas,Morgana,Tristana,Alistar
3495,1,0,Maokai,Nidalee,Azir,Ezreal,Morgana,Gnar,RekSai,Cassiopeia,KogMaw,Nautilus
3496,0,1,Gnar,Gragas,Azir,Graves,Annie,Rumble,Nidalee,Varus,Jinx,Alistar
3497,1,0,Rumble,Gragas,Varus,Sivir,Thresh,Gnar,RekSai,Ekko,Jinx,Morgana
3498,0,1,Gnar,Gragas,Viktor,Sivir,Alistar,Maokai,RekSai,Orianna,Vayne,Janna
3499,1,0,Fizz,RekSai,Azir,Corki,Janna,Maokai,Gragas,Cassiopeia,Sivir,Annie
3500,0,1,Ryze,Ekko,Viktor,Vayne,Alistar,Fizz,Gragas,Jayce,Corki,Janna
3501,0,1,Cassiopeia,Ekko,Jayce,Kalista,Thresh,Rumble,Gragas,TwistedFate,Graves,Leona
3502,1,0,Rumble,RekSai,TwistedFate,Sivir,Nautilus,Cassiopeia,Gragas,Jayce,Vayne,Janna
3503,1,0,Maokai,Gragas,Azir,Sivir,Janna,Fizz,Ekko,Cassiopeia,Corki,Nautilus
3504,0,1,Maokai,Nidalee,Cassiopeia,Vayne,Nautilus,Fizz,Gragas,Jayce,Corki,Janna
3505,1,0,Rumble,Gragas,Azir,Corki,Alistar,Irelia,Nidalee,Viktor,Jinx,Nautilus
3506,1,0,Maokai,Nidalee,Cassiopeia,Graves,Nautilus,Fizz,Gragas,TwistedFate,Corki,Trundle
3507,0,1,Maokai,Olaf,Azir,Graves,Nautilus,Shen,RekSai,Viktor,Corki,Thresh
3508,1,0,Shen,Gragas,Viktor,Kalista,Thresh,Gnar,RekSai,Azir,Jinx,Annie
3509,1,0,Lulu,Gragas,Jayce,Corki,Janna,Shen,Rengar,Ekko,Sivir,Alistar
3510,1,0,Rumble,Rengar,Azir,Vayne,Alistar,Fizz,Nunu,Jayce,Kalista,Janna
3511,1,0,Ryze,Gragas,Diana,Jinx,Alistar,Maokai,Nidalee,Varus,Corki,Janna
3512,0,1,Gnar,Nidalee,Cassiopeia,Graves,Nautilus,Hecarim,Gragas,Diana,Sivir,Leona
3513,1,0,Nautilus,RekSai,Azir,Varus,Trundle,Maokai,Gragas,Zilean,Kalista,Thresh
3514,1,0,Hecarim,RekSai,Ahri,Sivir,Gragas,Maokai,Nidalee,Varus,Corki,Nautilus
3515,1,0,Vladimir,Gragas,Viktor,Corki,Janna,Shen,LeeSin,Orianna,Sivir,Annie
3516,0,1,Shen,Nidalee,Viktor,Vayne,Alistar,Vladimir,Ekko,TwistedFate,Sivir,Thresh
3517,0,1,Varus,Ekko,Rumble,Sivir,Janna,Hecarim,Gragas,Azir,Vayne,Morgana
3518,1,0,Maokai,LeeSin,Varus,Kalista,Morgana,Jayce,RekSai,Rumble,Vayne,Janna
3519,1,0,Rumble,Gragas,Jayce,Ezreal,Janna,Maokai,RekSai,Ahri,Sivir,Annie
3520,1,0,Ryze,Gragas,Ahri,Jinx,Nautilus,Lulu,Nidalee,KogMaw,Sivir,Janna
3521,1,0,Maokai,RekSai,Diana,Vayne,Janna,Gnar,Gragas,Viktor,Sivir,Nautilus
3522,0,1,Gnar,Nidalee,Ahri,Sivir,Morgana,Maokai,Gragas,Talon,Jinx,Janna
3523,0,1,Fizz,RekSai,Azir,Urgot,Trundle,Nautilus,Gragas,Viktor,Sivir,Janna
3524,0,1,Maokai,RekSai,Viktor,Kalista,Alistar,Nautilus,Gragas,Azir,Varus,Trundle
3525,1,0,Ryze,Ekko,Talon,Graves,Leona,Maokai,Nidalee,Varus,Kalista,Thresh
3526,0,1,Shen,Gragas,Viktor,Lucian,Trundle,Maokai,Ekko,Diana,Sivir,Janna
3527,0,1,Renekton,Evelynn,Ezreal,Kalista,Trundle,Ryze,Gragas,Karthus,Graves,Nautilus
3528,0,1,Nautilus,Nidalee,Azir,Sivir,Leona,JarvanIV,Ekko,Fizz,Ezreal,Gragas
3529,0,1,Azir,Nidalee,Ezreal,Draven,Janna,Fizz,Gragas,Irelia,Sivir,Annie
3530,1,0,Maokai,Nunu,Ezreal,Sivir,Janna,Malphite,RekSai,Yasuo,Vayne,Alistar
3531,0,1,Maokai,Ekko,Ahri,Jinx,Morgana,Shen,Gragas,Nocturne,Sivir,Janna
3532,0,1,Shen,Gragas,Ezreal,Corki,Janna,Vladimir,RekSai,Diana,Sivir,Alistar
3533,0,1,Nautilus,RekSai,Ezreal,Varus,Trundle,Rumble,Evelynn,Vladimir,Corki,Gragas
3534,1,0,Fizz,Nidalee,Viktor,Graves,Alistar,Rumble,Nocturne,Azir,Varus,Annie
3535,0,1,Yorick,RekSai,Karthus,Sivir,Thresh,Gnar,Gragas,Chogath,Urgot,Nautilus
3536,1,0,Gnar,Sejuani,Zed,Urgot,Kennen,Vladimir,RekSai,Lulu,Jinx,Thresh
3537,0,1,Hecarim,RekSai,Karthus,Graves,Nautilus,Maokai,JarvanIV,Fizz,Sivir,Janna
3538,1,0,Maokai,Sejuani,Karthus,Urgot,Nautilus,Gnar,RekSai,Diana,Kalista,Thresh
3539,0,1,Hecarim,RekSai,Chogath,Urgot,Leona,Maokai,JarvanIV,Karthus,Jinx,Nautilus
3540,1,0,Gnar,Sejuani,TwistedFate,Kalista,Nautilus,Hecarim,RekSai,Chogath,Urgot,Leona
3541,0,1,Vladimir,JarvanIV,Karthus,Kalista,Nautilus,Gnar,RekSai,Azir,Lucian,Morgana
3542,0,1,Shyvana,JarvanIV,Urgot,Kalista,Janna,Hecarim,RekSai,TwistedFate,Sivir,Nautilus
3543,1,0,Kennen,Gragas,Zed,Sivir,Janna,Hecarim,RekSai,Cassiopeia,Lucian,Nautilus
3544,0,1,Maokai,Sejuani,Vladimir,Jinx,Nautilus,Gnar,Gragas,Fizz,Urgot,Janna
3545,0,1,Rumble,Ekko,Jayce,Graves,Braum,Maokai,Evelynn,Varus,Corki,Morgana
3546,1,0,Maokai,Ekko,Viktor,Sivir,Morgana,Gnar,RekSai,Azir,Graves,Thresh
3547,1,0,Nautilus,Gragas,Viktor,KogMaw,Braum,Maokai,Ekko,Jayce,Corki,Janna
3548,1,0,Rumble,RekSai,Viktor,Sivir,Thresh,Maokai,Ekko,Jayce,Kalista,Braum
3549,0,1,Maokai,Ekko,Azir,Kalista,Leona,Fizz,Evelynn,Viktor,Sivir,Braum
3550,0,1,Maokai,Evelynn,Viktor,Sivir,Braum,Shen,Ekko,Azir,Jinx,Morgana
3551,0,1,Maokai,Ekko,Viktor,Corki,Braum,Rumble,RekSai,TwistedFate,Sivir,Alistar
3552,1,0,Rumble,RekSai,Viktor,Ezreal,Morgana,Maokai,Evelynn,Azir,Sivir,Braum
3553,0,1,Rumble,Gragas,Jayce,Corki,Morgana,Shen,Ekko,Diana,Sivir,Thresh
3554,1,0,Maokai,Ekko,Ahri,Kalista,Thresh,Gnar,RekSai,Orianna,Sivir,Alistar
3555,0,1,Rumble,Gragas,Jayce,Corki,Janna,Gnar,RekSai,Diana,Kalista,Thresh
3556,0,1,Shen,Elise,Diana,Sivir,Braum,Maokai,Gragas,Jayce,Corki,Thresh
3557,1,0,Shen,Elise,Lulu,Sivir,Braum,Maokai,RekSai,TwistedFate,Vayne,Alistar
3558,1,0,Maokai,RekSai,Ahri,Kalista,Morgana,Shen,Elise,Ryze,KogMaw,Thresh
3559,0,1,Shen,Elise,TwistedFate,Lucian,Thresh,Maokai,Nunu,Azir,Sivir,Alistar
3560,1,0,Maokai,RekSai,Ahri,Kalista,Morgana,Irelia,Ekko,TwistedFate,Sivir,Thresh
3561,0,1,Shen,Elise,Azir,KogMaw,Janna,Maokai,LeeSin,Viktor,Sivir,Alistar
3562,1,0,Shen,LeeSin,Ahri,Kalista,Thresh,Maokai,RekSai,Viktor,Jinx,Alistar
3563,0,1,Maokai,Elise,Viktor,Twitch,Thresh,Shen,LeeSin,Ahri,Vayne,Alistar
3564,0,1,Shen,RekSai,Diana,Corki,Alistar,Maokai,Gragas,Viktor,Vayne,Morgana
3565,0,1,Shen,Evelynn,Viktor,Sivir,Morgana,Maokai,Elise,Zed,Varus,Alistar
3566,1,0,Hecarim,RekSai,Viktor,Varus,Thresh,Maokai,Elise,Lulu,Kalista,Alistar
3567,1,0,Shen,Ekko,Viktor,Vayne,Morgana,Maokai,Elise,Jayce,Varus,Thresh
3568,1,0,Hecarim,LeeSin,Viktor,Kalista,Thresh,Maokai,RekSai,Azir,Vayne,Janna
3569,0,1,Lulu,Nidalee,Ezreal,Lucian,Alistar,TahmKench,Graves,Lux,Kalista,Trundle
