id,	champion,	name,	description,	effect,	cost,	range
5,	25,	'Soul Siphon',	'Morgana has Spell Vamp, healing herself whenever she deals damage with her spells.',	'',	'',	0
1,	267,	'Aqua Prison',	'Sends a bubble towards a targeted area, dealing damage and stunning all enemies on impact.',	'Sends a bubble towards a targeted area, dealing 75/130/185/240/295 (+0.65) magic damage to enemies, and stunning them for 1.25 seconds.',	'60 Mana',	875
2,	267,	'Ebb and Flow',	'Unleashes a stream of water that bounces back and forth between allies and enemies, healing allies and damaging enemies.',	'Unleashes a stream of water that bounces back and forth between allies and enemies.On Ally Hit: Heals 65/95/125/155/185 (+0.3) health and will bounce to a nearby enemy champion.On Enemy Hit: Deals 70/110/150/190/230 (+0.5) magic damage and bounces to a nearby allied champion.Bounces to each target only once, and hits up to 3 targets. The damage and healing value is reduced by 15% each bounce.',	'70/85/100/115/130 Mana',	725
3,	267,	'Tidecaller's Blessing',	'Empowers an allied champion for a short duration. The ally's basic attacks deal bonus magic damage and slow the target.',	'Empowers an allied champion for 6 seconds or 3 basic attacks. The ally's basic attacks deal 25/40/55/70/85 (+0.2) bonus magic damage and slow the target by 15/20/25/30/35% for 1 second.',	'55/60/65/70/75 Mana',	800
4,	267,	'Tidal Wave',	'Summons a massive Tidal Wave that knocks up, slows, and damages enemies.',	'Summons a Tidal Wave from Nami's position. The Tidal Wave knocks up enemies and slows them by 50/60/70%, dealing 150/250/350 (+0.7) magic damage. The duration of the slow increases based on how far the Tidal Wave has traveled, with a minimum duration of 2 seconds and a maximum of 4 seconds.',	'100 Mana',	2550
5,	267,	'Surging Tides',	'When Nami's abilities hit allied champions they gain movement speed for a short duration.',	'',	'',	0
1,	75,	'Siphoning Strike',	'Nasus strikes his foe, dealing damage and increasing the power of his future Siphoning Strikes if he slays his target.',	'Active: Nasus's next basic attack will deal 30/50/70/90/110 (+1) (+3.0) physical damage.Passive: Siphoning Strike permanently gains 3 damage if it kills an enemy unit. This bonus is doubled against Champions, large minions and large monsters.',	'20 Mana',	0
2,	75,	'Wither',	'Nasus ages his target, decelerating their Movement and Attack Speeds over time.',	'Nasus ages target champion over 5 seconds, initially slowing their Movement and Attack Speeds by 35% and increasing to 47/59/71/83/95% over the duration.',	'80 Mana',	700
3,	75,	'Spirit Fire',	'Nasus unleashes a spirit flame at a location, dealing damage and reducing the Armor of enemies who stand on it.',	'Nasus unleashes a spirit flame at a target location, dealing an initial 55/95/135/175/215 (+0.6) magic damage.For the next 5 seconds, enemies in the area have their Armor reduced by 20/25/30/35/40 and are dealt an additional 11/19/27/35/43 (+0.12) magic damage each second.',	'70/85/100/115/130 Mana',	650
4,	75,	'Fury of the Sands',	'Nasus unleashes a mighty sandstorm that batters nearby enemies. While the storm rages, he gains increased Health, Attack Range, cast ranges, and drains nearby enemies' max Health converting into bonus damage for the duration.',	'Nasus becomes empowered in the sandstorm for 15 seconds, increasing his maximum Health by 300/450/600, Attack Range by 50, and cast ranges by 100.While the storm rages, he deals 3/4/5 (+0.01)% of nearby enemies' maximum Health each second (240 damage max per second) as magic damage and converts it into bonus Attack Damage.',	'100 Mana',	0
5,	75,	'Soul Eater',	'Nasus drains his foe's spiritual energy, giving him bonus Lifesteal.',	'',	'',	0
1,	111,	'Dredge Line',	'Nautilus hurls his anchor forward. If it hits a champion, he drags both himself and the opponent close together. If it hits terrain, Nautilus instead pulls himself to the anchor and the cooldown of Dredge Line is reduced by half.',	'Nautilus hurls his anchor forward. If it hits an enemy unit, Nautilus drags himself and the target together dealing 60/105/150/195/240 (+0.75) magic damage and stunning them briefly.If the anchor hits terrain, Nautilus will drag himself forward and the cooldown is reduced by 50% (0.5).',	'60/70/80/90/100 Mana',	950
2,	111,	'Titan's Wrath',	'Nautilus surrounds himself with dark energies, gaining a shield that blocks incoming damage. While the shield persists, his attacks apply a damage over time effect to enemies around his target.',	'Nautilus surrounds himself with dark energies, shielding him from the next 100/150/200/250/300 plus 10% of his bonus health (+0.1) damage for up to 10 seconds.While the shield persists, Nautilus' basic attacks apply a damage over time effect to all units around his target. The effect deals 30/55/80/105/130 (+0.4) magic damage over 2 seconds.',	'80 Mana',	0
3,	111,	'Riptide',	'Nautilus slams the ground, causing the earth to explode around him in a set of three explosions. Each explosion damages and slows enemies.',	'Nautilus slams the ground, causing the earth to explode around him. Each explosion deals 60/100/140/180/220 (+0.5) magic damage to units in the area and slows them by 30/35/40/45/50% for 2 seconds.  This slow diminishes over time.A unit can be hit by more than one explosion, but they take 50% less damage from additional explosions.',	'60/70/80/90/100 Mana',	400
4,	111,	'Depth Charge',	'Nautilus fires a shockwave into the earth that chases an opponent. This shockwave rips up the earth above it, knocking enemies into the air. When it reaches the opponent, the shockwave erupts, knocking his target into the air and stunning them.',	'Nautilus fires a shockwave that chases an enemy champion. This deals 125/175/225 (+0.4) magic damage to enemies it passes through and knocks them into the air.The shockwave explodes upon hitting its target dealing 200/325/450 (+0.8) magic damage, launching them into the air and stunning them for 1/1.5/2 seconds. ',	'100 Mana',	825
5,	111,	'Staggering Blow',	'Nautilus' basic attacks deal bonus physical damage and immoblize his targets. This effect cannot happen more than once every few seconds on the same target.',	'',	'',	0
1,	76,	'Javelin Toss / Takedown',	'In human form, Nidalee throws a spiked javelin at her target that gains damage as it flies.  As a cougar, her next attack will attempt to fatally wound her target, dealing more damage the less life they have.',	'Human: Nidalee tosses her javelin, dealing 55/95/140/185/230 (+0.65) magic damage on impact (deals up to 250% damage the farther away the target is). Cougar: Nidalee's next attack deals additional damage based on how low her opponent's life is.',	'50/60/70/80/90 Mana',	1500
2,	76,	'Bushwhack / Pounce',	'In human form, Nidalee lays a damaging trap for unwary opponents that, when sprung, reveals the target and reduces their Armor and Magic Resist for 12 seconds.  As a cougar, she pounces forward, dealing a small amount of damage when she lands.  Pounce is not affected by cooldown reduction.',	'Human: Nidalee lays a trap that deals 80/125/170/215/260 (+0.4) magic damage over 2 seconds, reveals the target, and reduces their Armor and Magic Resist by 20/25/30/35/40% for 12 seconds. Traps last for 4 minutes.Cougar: Nidalee lunges forward, dealing damage to surrounding enemies.',	'60/75/90/105/120 Mana',	900
3,	76,	'Primal Surge / Swipe',	'In human form, Nidalee channels the spirit of the cougar to heal her allies and imbue them with attack speed for a short duration.  As a cougar, she rapidly claws enemies in front of her.',	'Human: Nidalee heals an allied champion for 50/85/120/155/190 (+0.7) and grants them a 20/30/40/50/60% attack speed for 7 seconds.Cougar:  Nidalee claws at enemies in front of her.',	'60/80/100/120/140 Mana',	600
4,	76,	'Aspect Of The Cougar',	'Nidalee transforms into a cougar, gaining new abilities and increased Movement Speed.',	'Human: Nidalee transforms into a vicious cougar, gaining 20 Movement Speed, and her basic abilities become Takedown, Pounce, and Swipe.Cougar: Nidalee transforms back into human form.',	'No Cost ',	0
5,	76,	'Prowl',	'Moving through brush increases Nidalee's Movement Speed by 15% for 2 seconds.',	'',	'',	0
1,	56,	'Duskbringer',	'Nocturne throws a shadow blade that deals damage, leaves a Dusk Trail, and causes champions to leave a Dusk Trail. While on the trail, Nocturne can move through units and has increased Movement Speed and Attack Damage.',	'Nocturne throws a shadow blade that deals 60/105/150/195/240 (+0.75) physical damage and leaves a Dusk Trail for 5 seconds. Enemy champions hit also leave a Dusk Trail.While on the trail, Nocturne can move through units and gains 15/20/25/30/35% Movement Speed and 15/25/35/45/55 Attack Damage.',	'60/65/70/75/80 Mana',	1125
2,	56,	'Shroud of Darkness',	'Nocturne empowers his blades, passively gaining attack speed. Activating Shroud of Darkness allows Nocturne to fade into the shadows, creating a magical barrier which blocks a single enemy ability and doubles his passive attack speed if successful.',	'Passive: Nocturne has 20/25/30/35/40% bonus Attack Speed.Active: Nocturne creates a magical barrier for 1.5 seconds, which blocks the next enemy ability.If an ability is blocked by the shield, Nocturne's passive Attack Speed bonus doubles for 5 seconds.',	'50 Mana',	0
3,	56,	'Unspeakable Horror',	'Nocturne plants a nightmare into his target's mind, dealing damage each second and fearing the target if they do not get out of range by the end of the duration.',	'Nocturne plants a nightmare into his target's mind, dealing 50/100/150/200/250 (+1) magic damage over 2 seconds. If Nocturne stays within range of the target for the full duration, the target becomes feared for 1/1.25/1.5/1.75/2 second(s).',	'60/65/70/75/80 Mana',	425
4,	56,	'Paranoia',	'Nocturne reduces the sight radius of all enemy champions and removes their ally vision in the process. He can then launch himself at a nearby enemy champion.',	'Nocturne reduces the sight radius of all enemy champions and removes their ally vision for 4 seconds.While Paranoia is active, Nocturne can launch himself at an enemy champion, dealing 150/250/350 (+1.2) physical damage.',	'100 Mana',	2000
5,	56,	'Umbra Blades',	'Every 10 seconds, Nocturne's next attack strikes surrounding enemies for 120% physical damage and heals himself. Nocturne's basic attacks reduce this cooldown by 1 second.',	'',	'',	0
1,	20,	'Consume',	'Nunu commands the yeti to take a bite out of a target minion or monster, dealing heavy damage to it and healing himself.',	'Nunu commands the yeti to take a bite out of a minion or monster, dealing 500/600/700/800/900 true damage to the target and healing himself for 125/180/235/290/345 (+1).',	'60 Mana',	125
2,	20,	'Blood Boil',	'Nunu invigorates himself and an allied unit by heating their blood, increasing their Movement and Attack Speeds.',	'The heat of Nunu and a target ally's blood rises, increasing Movement Speed by 8/9/10/11/12% and Attack Speed by 25/30/35/40/45% for 12 seconds.',	'50 Mana',	700
3,	20,	'Ice Blast',	'Nunu launches a ball of ice at an enemy unit, dealing damage and temporarily slowing their Movement and Attack Speeds.',	'Nunu launches a ball of ice at an enemy unit, dealing 85/130/175/225/275 (+1) magic damage and slowing their Movement Speed by 20/30/40/50/60% and Attack Speed by 25% for 3 seconds.',	'75/85/95/105/115 Mana',	550
4,	20,	'Absolute Zero',	'Nunu begins to sap the area of heat, slowing all nearby enemies. When the spell ends, he deals massive damage to all enemies caught in the area.',	'Nunu saps the area of heat, channeling up to 3 seconds, slowing surrounding enemy units' Movement Speed by 50% and Attack Speed by 25%.Enemies caught in the area when the channel ends receive up to 625/875/1125 (+2.5) magic damage, depending on how long the spell was channeled.',	'100 Mana',	650
5,	20,	'Visionary',	'Nunu can cast a spell for free after 5 attacks.',	'',	'',	0
1,	2,	'Undertow',	'Olaf throws an axe into the ground at a target location, dealing damage to units it passes through and slowing their movement speed. If Olaf picks up the axe, the ability's cooldown is reduced by 4.5 seconds.',	'Olaf throws an axe to a target location, dealing 80/125/170/215/260 (+1.0) physical damage to units it passes through and slowing them by 24/28/32/36/40% for 2.5 seconds. This slow fades over time.If Olaf picks up the axe, the ability's cooldown is reduced by 4.5 seconds.',	'55/60/65/70/75 Mana',	1000
2,	2,	'Vicious Strikes',	'Olaf's attack damage is increased, based on his health, and he gains massive lifesteal and spell vamp.',	'For 6 seconds, Olaf's attack damage is increased by 7/14/21/28/35 (+0.01 [1% of maximum Health]) and he gains 9/12/15/18/21% lifesteal and spell vamp.',	'40/45/50/55/60 Mana',	0
3,	2,	'Reckless Swing',	'Olaf attacks with such force that it deals true damage to his target and himself.',	'Olaf ferociously swings his axes, dealing 100/160/220/280/340 true damage to his target.',	'Costs 40/64/88/112/136 Health',	325
4,	2,	'Ragnarok',	'Olaf temporarily becomes immune to disables and gains bonus Armor, Magic Resist, and Armor Penetration.',	'Olaf removes all disables from himself and becomes immune to them for the next 6 seconds. During this time, Olaf gains 30/45/60 Armor, 30/45/60 Magic Resist, and 10/20/30 Armor Penetration.',	'100/75/50 Mana',	0
5,	2,	'Berserker Rage',	'For each 1% of health missing, Olaf's attack speed is increased by 1%.',	'',	'',	0
1,	61,	'Command: Attack',	'Orianna commands her ball to fire toward a target location, dealing magic damage to targets along the way (deals less damage to subsequent targets). Her ball remains at the target location after.',	'Orianna commands her ball to shoot toward a target location, dealing 60/90/120/150/180 (+0.5) magic damage to targets along the way. However, it deals 10% less damage for each unit it hits (Minimum 40%).Her ball remains behind at the target location afterwards.',	'50 Mana',	815
2,	61,	'Command: Dissonance',	'Orianna commands the ball to release a pulse of energy, dealing magic damage around it. This leaves a field behind that speeds up allies and slows enemies.',	'Orianna commands her ball to release an electric pulse, dealing 70/115/160/205/250 (+0.7) magic damage to nearby enemies.The pulse leaves behind an energy field for 3 seconds, lowering enemy Movement Speed by 20/25/30/35/40% and increasing ally Movement Speed by 20/25/30/35/40% for 2 seconds. This effect diminishes over time.',	'70/80/90/100/110 Mana',	0
3,	61,	'Command: Protect',	'Orianna commands her ball to attach to an allied champion, shielding them and dealing magic damage to any enemies it passes through on the way. Additionally, the ball grants additional Armor and Magic Resist to the champion it is attached to.',	'Passive: The ball adds 10/15/20/25/30 Armor and Magic Resist to the allied champion it is attached to.Active:  Orianna commands her ball to travel to and attach onto an allied champion, shielding them for 4 seconds from the next 80/120/160/200/240 (+0.4) damage. Enemies the ball passes through along the way are damaged for 75% of the shield value: 60/90/120/150/180 (+0.3).',	'60 Mana',	1095
4,	61,	'Command: Shockwave',	'Orianna commands her ball to unleash a shockwave, dealing magic damage and launching nearby enemies towards the ball after a short delay.',	'Orianna commands her ball to unleash a shockwave after a brief delay, dealing 150/225/300 (+0.7) magic damage to nearby enemies and flinging them into the air a set distance in the direction of the ball.',	'100/125/150 Mana',	0
5,	61,	'Clockwork Windup',	'Orianna's autoattack deals additional magic damage. This damage increases the more Orianna attacks the same target.',	'',	'',	0
1,	80,	'Spear Shot',	'Pantheon hurls his spear at an opponent, dealing damage.',	'Pantheon hurls his spear at an opponent, dealing 65/105/145/185/225 (+1.4) physical damage. ',	'45 Mana',	600
2,	80,	'Aegis of Zeonia',	'Pantheon leaps at an enemy and bashes the enemy with his shield, stunning them.  After finishing the attack, Pantheon readies himself to block the next attack.',	'Pantheon leaps at the target enemy champion and deals 50/75/100/125/150 (+1) magic damage and stuns them for 1 second. Pantheon also instantly refreshes his Aegis Protection.',	'55 Mana',	600
3,	80,	'Heartseeker Strike',	'Pantheon focuses and unleashes 3 swift strikes to the area in front of him, dealing double damage to champions.  Pantheon also becomes more aware of his enemy's vital spots, allowing him to always crit enemies below 15% health.',	'Passive: Pantheon's basic attacks and Spear Shot gain 100% critical strike chance against targets below 15% health.Active: Pantheon focuses and deals 3 swift strikes in front of him for 13/23/33/43/53 (+0.6) physical damage per strike.  Deals double damage to champions.',	'45/50/55/60/65 Mana',	400
4,	80,	'Grand Skyfall',	'Pantheon composes himself then leaps into the air to a target, striking all enemy units in an area.   Enemies closer to the impact point take more damage.',	'Pantheon gathers his strength and then leaps high into the air, crashing down at the target area a few seconds later. Deals up to 400/700/1000 (+1) magic damage to units at the center (down to 50% at the edge) and slows their Movement Speed by 35% for 1 second.',	'125 Mana',	5500
5,	80,	'Aegis Protection',	'After attacking or casting spells 4 times, Pantheon will block the next incoming basic attack or turret attack.',	'',	'',	0
1,	78,	'Devastating Blow',	'Poppy crushes her opponent, dealing attack damage plus a flat amount and 8% of her target's max health as bonus damage. The bonus damage cannot exceed a threshold based on rank.',	'Poppy crushes her opponent, dealing attack damage (+0.6) plus 20/40/60/80/100 and 8% of her target's maximum health as magic damage. The bonus damage dealt cannot exceed 75/150/225/300/375.',	'55 Mana',	0
2,	78,	'Paragon of Demacia',	'Passive: Upon receiving damage from or dealing damage with a basic attack, Poppy's armor and damage are increased for 5 seconds. This effect can stack 10 times. Active: Poppy gains max stacks of Paragon of Demacia and her movement speed is increased for 5 seconds.',	'Passive: Upon receiving damage from or dealing damage with a basic attack, Poppy's armor and damage are increased by 1.5/2/2.5/3/3.5 for 5 seconds. This effect can stack 10 times.Active: Poppy gains max stacks of Paragon of Demacia and her movement speed is increased by 17/19/21/23/25% for 5 seconds.',	'70/75/80/85/90 Mana',	0
3,	78,	'Heroic Charge',	'Poppy charges at an enemy and carries them further. The initial impact deals a small amount of damage, and if they collide with terrain, her target will take a high amount of damage and be stunned.',	'Poppy charges at an enemy and carries them for a short distance. The initial impact deals 50/75/100/125/150 (+0.4) magic damage. If they collide with terrain, her target takes 75/125/175/225/275 (+0.4) magic damage and will be stunned for 1.5 seconds.',	'60/65/70/75/80 Mana',	525
4,	78,	'Diplomatic Immunity',	'Poppy focuses intently on a single enemy champion, dealing increased damage to them. Poppy is immune to any damage and abilities from enemies other than her target.',	'For 6/7/8 seconds, Poppy is immune to any damage and abilities from enemies other than her target enemy champion.In addition, Poppy's attacks deal 20/30/40% increased damage to the marked target.',	'100 Mana',	900
5,	78,	'Valiant Fighter',	'All physical and magic damage dealt to Poppy that exceeds 10% of her current health is reduced by 50%. This does not reduce damage from structures.',	'',	'',	0
1,	133,	'Blinding Assault',	'Quinn calls Valor to blind and damage targets in an area.',	'Valor flies in a line and strikes the first enemy in his path. He then attacks all nearby enemies, dealing 70/110/150/190/230 (+0.65) physical damage and blinding them for 1.5 seconds.As Valor: Performs the same attack at the current location.',	'50/55/60/65/70 Mana',	1025
2,	133,	'Heightened Senses',	'Passively grants Quinn Attack Speed after she attacks a Vulnerable target. Valor's Attack Speed is permanently increased. Activate to have Valor reveal a large area nearby.',	'Passive: Attacking a Vulnerable target will increase Quinn's Attack Speed by 20/25/30/35/40% for 3 seconds.Passive as Valor: Gains 40/50/60/70/80% Attack Speed.Active: Valor reveals a large area nearby for 2 seconds.',	'No Cost',	2100
3,	133,	'Vault',	'Quinn dashes to an enemy, dealing physical damage and slowing the target's Movement Speed. Upon reaching the target, she leaps off and lands near her maximum attack range from it. Valor will immediately mark this enemy as Vulnerable.',	'Quinn dashes to an enemy, dealing 40/70/100/130/160 (+0.2) physical damage and slowing the target's Movement Speed by 50% (this effect diminishes over 2 seconds). Upon reaching the target, she leaps off and lands near her maximum attack range from it. Valor will immediately mark this enemy as Vulnerable.As Valor: Performs the same attack but does not mark or leap off the target.',	'50 Mana',	700
4,	133,	'Tag Team',	'Valor replaces Quinn on the battlefield as a mobile melee attacker. When ready, Quinn returns in a hail of arrows, dealing physical damage to all nearby enemies.',	'First Cast: Valor replaces Quinn on the battlefield as a mobile melee attacker for 20 seconds. Valor can move through units and gains +80% Movement Speed, decreased gradually to +20% when in combat.Second Cast: Quinn returns to perform Skystrike, dealing from 100/150/200 (+0.5) to 200/300/400 (+1) physical damage to all enemies in a large area, increasing based on how much health they are missing.If Skystrike has not been cast before this ability ends, it will be cast automatically.',	'100 Mana',	0
5,	133,	'Harrier',	'Valor periodically marks enemies as Vulnerable. Quinn's first basic attack against Vulnerable targets will deal bonus physical damage.',	'',	'',	0
1,	33,	'Powerball',	'Rammus accelerates in a ball towards his enemies, dealing damage and slowing targets affected by the impact.',	'Rammus accelerates in a ball over 7 seconds towards his enemies, dealing 100/150/200/250/300 (+1) magic damage to nearby enemies on impact and slowing them by 20/25/30/35/40% for 3 seconds.Activating Defensive Ball Curl will remove this effect.',	'70/80/90/100/110 Mana',	0
2,	33,	'Defensive Ball Curl',	'Rammus goes into a defensive formation, vastly increasing his Armor and Magic Resist, while returning damage to attacks.',	'Rammus goes into a defensive formation for 6 seconds, increasing his Armor and Magic Resist by 40/60/80/100/120 and returning 15/25/35/45/55 (+0.1) magic damage to attackers.This ability gains damage equal to 10% of Armor.Activating Powerball will remove this effect.',	'40 Mana',	0
3,	33,	'Puncturing Taunt',	'Rammus taunts an enemy unit into a reckless assault against Rammus' hard shell, reducing Armor temporarily.',	'Rammus taunts the unit into a reckless assault, reducing their Armor by 10/15/20/25/30 and forcing them to attack Rammus for 1/1.5/2/2.5/3 second(s).',	'50/60/70/80/90 Mana',	325
4,	33,	'Tremors',	'Rammus creates waves of destruction pulsing through the ground, causing damage to units and structures near him.',	'Rammus creates tremors beneath him, dealing 65/130/195 (+0.3) magic damage every second to nearby units and structures for 8 seconds.',	'120 Mana',	0
5,	33,	'Spiked Shell',	'Rammus gains additional damage as his shell becomes reinforced, converting 25% of his armor into Attack Damage.',	'',	'',	0
1,	58,	'Cull the Meek',	'Renekton swings his blade, dealing moderate physical damage to all targets around him and heals for a small portion of the damage dealt. If he has more than 50 Fury, his damage and heal are increased.',	'Renekton swings his blade, dealing 60/90/120/150/180 (+0.8) physical damage to nearby enemies and gains 5% of the damage dealt as Health (20% for champions), up to 50/75/100/125/150. Enemy champions heal for 4x as much. 50 Fury Bonus: Damage increased to 90/135/180/225/270 (+1.2). Heal percent increased to 10%, up to 150/225/300/375/450. ',	'No Cost or 50 Fury',	325
2,	58,	'Ruthless Predator',	'Renekton slashes his target twice, dealing moderate physical damage and stuns them for 0.75 seconds. If Renekton has more than 50 Fury, he slashes his target three times, dealing high physical damage and stuns them for 1.5 seconds.',	'Renekton's next attack strikes twice, dealing 1.5 physical damage (10/30/50/70/90 + 150% of his Attack Damage) and stuns for 0.75 seconds. Each hit applies on-hit effects.50 Fury Bonus: Instead, Renekton attacks three times, dealing 2.25 physical damage (15/45/75/105/135 + 225% of his Attack Damage) and stuns his target for 1.5 seconds. ',	'No Cost or 50 Fury',	0
3,	58,	'Slice and Dice',	'Renekton dashes, dealing damage to units along the way. Empowered, Renekton deals bonus damage and reduces the armor of units hit.',	'Slice: Renekton dashes, dealing 30/60/90/120/150 (+0.9) physical damage. Hitting an enemy grants the ability to use Dice for 4 seconds.Dice: Renekton dashes, dealing 30/60/90/120/150 (+0.9) physical damage. Dice - 50 Fury Bonus: Damage increased to 45/90/135/180/225 (+1.35). Enemies hit have 15/20/25/30/35% reduced Armor for 4 seconds. ',	'No Cost or 50 Fury',	450
4,	58,	'Dominus',	'Renekton transforms into the Tyrant form, gaining bonus Health and dealing damage to enemies around him. While in this form, Renekton gains Fury periodically.',	'Renekton surrounds himself with dark energies for 15 seconds, gaining 300/450/600 Health. While active, he deals 40/70/100 (+0.1) magic damage to nearby enemies and gains 5 Fury per second.',	'No Cost',	0
5,	58,	'Reign of Anger',	'Renekton gains Fury for every autoattack he makes. This Fury can empower his abilities with bonus effects. Additionally, Renekton gains bonus Fury when he is low on life.',	'',	'',	0
1,	107,	'Savagery',	'Rengar's next basic attack deals bonus damage and grants him increased Attack Speed.Ferocity Bonus: Rengar deals enhanced damage and doubles his Attack Speed bonus.',	'The next basic attack within 6 seconds deals 30/60/90/120/150 (+1) physical damage. Grants % Attack Speed for 4 seconds.Ferocity bonus: Additionally deals 100% of Rengar's Attack Damage  in bonus damage, and the Attack Speed bonus is doubled.',	'Builds 1 Ferocity',	0
2,	107,	'Battle Roar',	'Rengar lets out a battle roar, damaging enemies and gaining bonus Armor and Magic Resist for a short duration.Ferocity Bonus: Rengar heals for a large amount.',	'Deals 50/80/110/140/170 (+0.8) magic damage to enemies in the area. Grants 15/22/29/36/43 Armor and Magic resist for 3 seconds if an enemy is hit.Ferocity bonus: Rengar restores 0.0 Health.',	'Builds 1 Ferocity',	500
3,	107,	'Bola Strike',	'Rengar throws a bola at his target, slowing them for a short duration.Ferocity Bonus: Roots the target for 1 second.',	'Throws a bola dealing 60/105/150/195/240 (+0.7) physical damage and slowing an enemy by 50/55/60/65/70%, Enemy Movement Speed recovers over 2.5 seconds.Ferocity bonus: Roots the target for 1 second.',	'Builds 1 Ferocity',	575
4,	107,	'Thrill of the Hunt',	'Rengar activates his predatory instincts, stealthing and revealing all enemy Champions in a large radius around him. He gains Movement Speed and rapidly generates Ferocity while stealthed. ',	'Activates predatory instincts stealthing Rengar after 1 second (delayed up to 3 seconds if taking damage), and revealing enemy Champions within 2000/3000/4000 range.Rengar gains 20/25/30% Movement Speed and 5 Ferocity over 3.75 seconds. Lasts 5.0 seconds or until Rengar uses an ability that removes his stealth.',	'No Cost',	2000
5,	107,	'Unseen Predator',	'While in brush or stealth Rengar will leap at the target when using his basic attack.Rengar builds 1 point of Ferocity with each ability he uses on enemies. When reaching 5 points of Ferocity, Rengar's next ability becomes empowered, granting it a bonus effect.',	'',	'',	0
1,	92,	'Broken Wings',	'Riven lashes out in a series of strikes. This ability can be reactivated three times in a short time frame with the third hit knocking back nearby enemies.',	'Riven strikes out in front of her in a short line. This ability may be reactivated 2 additional times.1st Use: Slashes forward, dealing 30/55/80/105/130 (+0.7) physical damage to all units she comes in contact with.2nd Use: Slashes forward, dealing 30/55/80/105/130 (+0.7) physical damage to all units she comes in contact with.3rd Use: Leaps into the air and slams the ground dealing 30/55/80/105/130 (+0.7) physical damage and knocking nearby enemies away from the point of impact.Riven will target the unit your cursor is hovering over, or if no targets are present, Riven will simply strike the direction she is currently facing.',	'No Cost',	275
2,	92,	'Ki Burst',	'Riven emits a Ki burst, damaging and stunning nearby enemies.',	'Riven's sword emits a burst of runic energy that shocks nearby enemies, dealing 50/80/110/140/170 (+1.0) physical damage and stunning them for 0.75 seconds.',	'No Cost',	260
3,	92,	'Valor',	'Riven steps forward a short distance and blocks incoming damage.',	'Riven does a quick dash in the direction of your cursor and becomes shielded, blocking up to 70/100/130/160/190 (+1.0) incoming damage for 2.5 seconds.',	'No Cost',	325
4,	92,	'Blade of the Exile',	'Riven empowers her keepsake weapon with energy and gains attack damage and range. Additionally, during this time, she gains the ability to use Wind Slash once, a powerful ranged attack.',	'Riven's weapon surges with spiritual energy for 15 seconds, granting her 20% extra Attack Damage (+0.2), increased range on her damaging spells and attacks, and the ability to use Wind Slash once.Wind Slash: Riven fires a shockwave that deals from 80/120/160 (+0.6) to 240/360/480 (+1.8) physical damage to all enemies hit, increasing based on how much health they are missing.',	'No Cost',	0
5,	92,	'Runic Blade',	'Riven's abilities charge her blade, causing her basic attacks to deal bonus physical damage. Riven's blade may be charged up to three times and expends one charge per attack.',	'',	'',	0
1,	68,	'Flamespitter',	'Rumble torches opponents in front of him, dealing magic damage in a cone for 3 seconds. While in Danger Zone this damage is increased. ',	'Rumble torches his opponents, dealing 90/160/230/300/370 (+1.35) magic damage in a cone over 3 seconds. This spell deals half damage to minions.Danger Zone Bonus: Deals 25% bonus damage.',	'20 Heat',	600
2,	68,	'Scrap Shield',	'Rumble pulls up a shield, protecting him from damage and granting him a quick burst of speed. While in Danger Zone, the shield strength and speed bonus is increased. ',	'Rumble tosses up a shield for 2 seconds that absorbs 50/80/110/140/170 (+0.4) damage. Rumble also gains an additional 10/15/20/25/30% Movement Speed for 1 second. Danger Zone Bonus: 25% increase in shield health and Movement Speed.',	'20 Heat',	0
3,	68,	'Electro Harpoon',	'Rumble launches a taser, electrocuting his target with magic damage and slowing their Movement Speed. A second shot can be fired within 3 seconds. While in Danger Zone the damage and slow percentage is increased.  ',	'Rumble shoots his opponent with up to 2 tasers, dealing 55/85/115/145/175 (+0.5) magic damage and applying a stacking slow of 15/20/25/30/35% for 3 seconds.Danger Zone Bonus: Damage and slow percentage increased by 25%.After using this ability you may cast it a second time at no cost within 3 seconds.',	'20 Heat',	850
4,	68,	'The Equalizer',	'Rumble fires off a group of rockets, creating a wall of flames that damages and slows enemies. ',	'Rumble launches a line of rockets that creates a burning trail for 5 seconds. Enemies in the area have their Movement Speed slowed by 35% and take 130/185/240 (+0.3) magic damage each second.You can control the placement of this attack by clicking and dragging your mouse in a line.',	'No Cost',	1750
5,	68,	'Junkyard Titan',	'Every spell Rumble casts gives him Heat. When he reaches 50% Heat he reaches Danger Zone, granting all his basic abilities bonus effects. When he reaches 100% heat, he starts Overheating, granting his basic attacks bonus damage, but making him unable to cast spells for a few seconds. ',	'',	'',	0
1,	13,	'Overload',	'Ryze throws a charge of pure energy at an enemy for heavy damage and additional damage based upon Ryze's maximum mana.  Ryze also gains passive cooldown reduction.',	'Passive: Gains 2/4/6/8/10% cooldown reduction.Active: Deals 60/85/110/135/160 (+0.4) plus 6.5% of Ryze's maximum Mana (+0.065) in magic damage. ',	'60 Mana',	650
2,	13,	'Rune Prison',	'Ryze traps target enemy unit in a cage of runes, damaging them and preventing them from moving.  Also gains bonus damage based on Ryze's maximum mana.',	'Roots an enemy for 0.75/1/1.25/1.5/1.75 second(s), dealing 60/95/130/165/200 (+0.6) plus 4.5% of Ryze's maximum Mana (+0.05) in magic damage. ',	'80/90/100/110/120 Mana',	625
